"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q2","Q2-2009","1","RATIOS","0","Units",,,109.691743142792,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q3","Q3-2009","1","RATIOS","0","Units",,,110.656893771631,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2009-Q4","Q4-2009","1","RATIOS","0","Units",,,111.363766743028,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2010","2010","1","RATIOS","0","Units",,,110.714865550704,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q1","Q1-2010","1","RATIOS","0","Units",,,111.427002215579,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q2","Q2-2010","1","RATIOS","0","Units",,,110.926502338646,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q3","Q3-2010","1","RATIOS","0","Units",,,110.055739778151,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2010-Q4","Q4-2010","1","RATIOS","0","Units",,,110.45021787044,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2011","2011","1","RATIOS","0","Units",,,111.706953217248,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q1","Q1-2011","1","RATIOS","0","Units",,,111.474032212933,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q2","Q2-2011","1","RATIOS","0","Units",,,111.744560438894,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q3","Q3-2011","1","RATIOS","0","Units",,,111.990157489855,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2011-Q4","Q4-2011","1","RATIOS","0","Units",,,111.619062727308,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2012","2012","1","RATIOS","0","Units",,,108.52080495328,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q1","Q1-2012","1","RATIOS","0","Units",,,110.739256855157,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q2","Q2-2012","1","RATIOS","0","Units",,,109.219316016797,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q3","Q3-2012","1","RATIOS","0","Units",,,107.721119108706,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2012-Q4","Q4-2012","1","RATIOS","0","Units",,,106.403527832461,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2013","2013","1","RATIOS","0","Units",,,104.552146910793,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q1","Q1-2013","1","RATIOS","0","Units",,,105.170831129949,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q2","Q2-2013","1","RATIOS","0","Units",,,104.854784947766,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q3","Q3-2013","1","RATIOS","0","Units",,,104.122524731104,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2013-Q4","Q4-2013","1","RATIOS","0","Units",,,104.060446834354,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2014","2014","1","RATIOS","0","Units",,,103.755831310187,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q1","Q1-2014","1","RATIOS","0","Units",,,104.230801389277,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q2","Q2-2014","1","RATIOS","0","Units",,,103.682362175676,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q3","Q3-2014","1","RATIOS","0","Units",,,103.625313270086,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2014-Q4","Q4-2014","1","RATIOS","0","Units",,,103.484848405709,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2015","2015","1","RATIOS","0","Units",,,104.015148797918,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q1","Q1-2015","1","RATIOS","0","Units",,,103.315290985626,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q2","Q2-2015","1","RATIOS","0","Units",,,103.972399925109,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q3","Q3-2015","1","RATIOS","0","Units",,,104.302266601322,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2015-Q4","Q4-2015","1","RATIOS","0","Units",,,104.470637679615,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2016","2016","1","RATIOS","0","Units",,,103.772035833332,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q1","Q1-2016","1","RATIOS","0","Units",,,104.176746711839,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q2","Q2-2016","1","RATIOS","0","Units",,,103.903687759769,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q3","Q3-2016","1","RATIOS","0","Units",,,103.589200376717,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2016-Q4","Q4-2016","1","RATIOS","0","Units",,,103.418508485002,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2017","2017","1","RATIOS","0","Units",,,103.35989189656,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q1","Q1-2017","1","RATIOS","0","Units",,,103.149071159059,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q2","Q2-2017","1","RATIOS","0","Units",,,103.243615749931,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q3","Q3-2017","1","RATIOS","0","Units",,,103.476049747022,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2017-Q4","Q4-2017","1","RATIOS","0","Units",,,103.570830930227,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2018","2018","1","RATIOS","0","Units",,,104.145056056544,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q1","Q1-2018","1","RATIOS","0","Units",,,104.003301410775,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q2","Q2-2018","1","RATIOS","0","Units",,,104.01954238848,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,104.16440026434,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,104.392980162583,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2019","2019","1","RATIOS","0","Units",,,103.945103268576,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,104.103183266735,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,103.80059887919,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,103.572927268107,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,104.303703660273,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2020","2020","1","RATIOS","0","Units",,,107.190524699152,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,105.552492130194,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,106.358749838061,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q3","Q3-2020","1","RATIOS","0","Units",,,107.517796077371,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q4","Q4-2020","1","RATIOS","0","Units",,,109.333060750982,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2021","2021","1","RATIOS","0","Units",,,115.008183190643,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2022","2022","1","RATIOS","0","Units",,,115.285614315185,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q1","Q1-2021","1","RATIOS","0","Units",,,111.776914454994,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q2","Q2-2021","1","RATIOS","0","Units",,,114.034769518411,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q3","Q3-2021","1","RATIOS","0","Units",,,116.202433328183,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2021-Q4","Q4-2021","1","RATIOS","0","Units",,,118.018615460985,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q1","Q1-2022","1","RATIOS","0","Units",,,117.78644416905,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q2","Q2-2022","1","RATIOS","0","Units",,,117.235051231193,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q3","Q3-2022","1","RATIOS","0","Units",,,115.294637840875,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2022-Q4","Q4-2022","1","RATIOS","0","Units",,,110.826324019623,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2023-Q1","Q1-2023","1","RATIOS","0","Units",,,107.146562795855,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2023-Q2","Q2-2023","1","RATIOS","0","Units",,,106.255544206253,,
"KOR","Korea","HPI_RPI_AVG","Standardised price-rent ratio","2023-Q3","Q3-2023","1","RATIOS","0","Units",,,106.287743661892,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1977","1977","1","RATIOS","0","Units",,,80.631299961848,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1977-Q1","Q1-1977","1","RATIOS","0","Units",,,78.779887736663,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1977-Q2","Q2-1977","1","RATIOS","0","Units",,,78.8594068817398,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1977-Q3","Q3-1977","1","RATIOS","0","Units",,,81.2198848935385,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1977-Q4","Q4-1977","1","RATIOS","0","Units",,,83.6660203354507,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1978","1978","1","RATIOS","0","Units",,,92.6950711813307,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1978-Q1","Q1-1978","1","RATIOS","0","Units",,,87.7931666064618,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1978-Q2","Q2-1978","1","RATIOS","0","Units",,,93.6065860796727,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1978-Q3","Q3-1978","1","RATIOS","0","Units",,,96.4622003474183,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1978-Q4","Q4-1978","1","RATIOS","0","Units",,,92.9183316917701,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1979","1979","1","RATIOS","0","Units",,,100.131085445511,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1979-Q1","Q1-1979","1","RATIOS","0","Units",,,94.2213510760399,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1979-Q2","Q2-1979","1","RATIOS","0","Units",,,105.620548528214,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1979-Q3","Q3-1979","1","RATIOS","0","Units",,,99.8373846723646,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1979-Q4","Q4-1979","1","RATIOS","0","Units",,,100.845057505424,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1980","1980","1","RATIOS","0","Units",,,97.267907277583,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1980-Q1","Q1-1980","1","RATIOS","0","Units",,,100.429751598343,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1980-Q2","Q2-1980","1","RATIOS","0","Units",,,95.2998970809633,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1980-Q3","Q3-1980","1","RATIOS","0","Units",,,94.882209474709,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1980-Q4","Q4-1980","1","RATIOS","0","Units",,,98.4597709563167,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1981","1981","1","RATIOS","0","Units",,,96.9252676110081,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1981-Q1","Q1-1981","1","RATIOS","0","Units",,,97.5657820886447,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1981-Q2","Q2-1981","1","RATIOS","0","Units",,,95.9332886472742,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1981-Q3","Q3-1981","1","RATIOS","0","Units",,,100.208630972957,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1981-Q4","Q4-1981","1","RATIOS","0","Units",,,93.9933687351562,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1982","1982","1","RATIOS","0","Units",,,94.4840926678611,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1982-Q1","Q1-1982","1","RATIOS","0","Units",,,95.8150780203273,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1982-Q2","Q2-1982","1","RATIOS","0","Units",,,97.6734241775912,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1982-Q3","Q3-1982","1","RATIOS","0","Units",,,91.6595551972515,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1982-Q4","Q4-1982","1","RATIOS","0","Units",,,92.7883132762744,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1983","1983","1","RATIOS","0","Units",,,93.9608472829229,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1983-Q1","Q1-1983","1","RATIOS","0","Units",,,90.762429909779,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1983-Q2","Q2-1983","1","RATIOS","0","Units",,,92.1059127618253,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1983-Q3","Q3-1983","1","RATIOS","0","Units",,,95.8166406162636,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1983-Q4","Q4-1983","1","RATIOS","0","Units",,,97.1584058438238,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1984","1984","1","RATIOS","0","Units",,,90.450064339991,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1984-Q1","Q1-1984","1","RATIOS","0","Units",,,95.4270348488741,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1984-Q2","Q2-1984","1","RATIOS","0","Units",,,91.3851806386444,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1984-Q3","Q3-1984","1","RATIOS","0","Units",,,88.4844321614425,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1984-Q4","Q4-1984","1","RATIOS","0","Units",,,86.5036097110029,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1985","1985","1","RATIOS","0","Units",,,85.592637441291,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1985-Q1","Q1-1985","1","RATIOS","0","Units",,,86.7107967683437,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1985-Q2","Q2-1985","1","RATIOS","0","Units",,,85.945281088168,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1985-Q3","Q3-1985","1","RATIOS","0","Units",,,85.5120943964002,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1985-Q4","Q4-1985","1","RATIOS","0","Units",,,84.2023775122523,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1986","1986","1","RATIOS","0","Units",,,82.1963838271174,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1986-Q1","Q1-1986","1","RATIOS","0","Units",,,82.9521130173241,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1986-Q2","Q2-1986","1","RATIOS","0","Units",,,84.4588426442563,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1986-Q3","Q3-1986","1","RATIOS","0","Units",,,81.8180047294061,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1986-Q4","Q4-1986","1","RATIOS","0","Units",,,79.556574917483,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1987","1987","1","RATIOS","0","Units",,,76.7124144072762,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1987-Q1","Q1-1987","1","RATIOS","0","Units",,,77.7503753532097,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1987-Q2","Q2-1987","1","RATIOS","0","Units",,,74.810736072339,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1987-Q3","Q3-1987","1","RATIOS","0","Units",,,76.6751678710906,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1987-Q4","Q4-1987","1","RATIOS","0","Units",,,77.6133783324654,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1988","1988","1","RATIOS","0","Units",,,78.7019145723133,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1988-Q1","Q1-1988","1","RATIOS","0","Units",,,78.4702119934232,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1988-Q2","Q2-1988","1","RATIOS","0","Units",,,77.2096772182717,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1988-Q3","Q3-1988","1","RATIOS","0","Units",,,81.0641663671241,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1988-Q4","Q4-1988","1","RATIOS","0","Units",,,78.0636027104344,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1989","1989","1","RATIOS","0","Units",,,77.7057420239936,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1989-Q1","Q1-1989","1","RATIOS","0","Units",,,75.8371912442684,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1989-Q2","Q2-1989","1","RATIOS","0","Units",,,77.0523478386654,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1989-Q3","Q3-1989","1","RATIOS","0","Units",,,77.0029803357241,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1989-Q4","Q4-1989","1","RATIOS","0","Units",,,80.9304486773163,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1990","1990","1","RATIOS","0","Units",,,82.4903002731295,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1990-Q1","Q1-1990","1","RATIOS","0","Units",,,82.416667269342,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1990-Q2","Q2-1990","1","RATIOS","0","Units",,,83.9797270299279,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1990-Q3","Q3-1990","1","RATIOS","0","Units",,,82.9086000085095,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1990-Q4","Q4-1990","1","RATIOS","0","Units",,,80.6562067847384,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1991","1991","1","RATIOS","0","Units",,,80.13527269156,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1991-Q1","Q1-1991","1","RATIOS","0","Units",,,80.925756379116,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1991-Q2","Q2-1991","1","RATIOS","0","Units",,,78.9716344137687,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1991-Q3","Q3-1991","1","RATIOS","0","Units",,,80.1131137056433,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1991-Q4","Q4-1991","1","RATIOS","0","Units",,,80.5305862677121,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1992","1992","1","RATIOS","0","Units",,,77.4913449281969,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1992-Q1","Q1-1992","1","RATIOS","0","Units",,,79.919923611755,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1992-Q2","Q2-1992","1","RATIOS","0","Units",,,78.1348608709598,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1992-Q3","Q3-1992","1","RATIOS","0","Units",,,76.3229554659273,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1992-Q4","Q4-1992","1","RATIOS","0","Units",,,75.5876397641453,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1993","1993","1","RATIOS","0","Units",,,73.6298013593105,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1993-Q1","Q1-1993","1","RATIOS","0","Units",,,73.4294655994811,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1993-Q2","Q2-1993","1","RATIOS","0","Units",,,73.3593898140691,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1993-Q3","Q3-1993","1","RATIOS","0","Units",,,72.6793272529715,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1993-Q4","Q4-1993","1","RATIOS","0","Units",,,75.0510227707203,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1994","1994","1","RATIOS","0","Units",,,75.7659527729936,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1994-Q1","Q1-1994","1","RATIOS","0","Units",,,76.1505732052862,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1994-Q2","Q2-1994","1","RATIOS","0","Units",,,75.4629514646528,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1994-Q3","Q3-1994","1","RATIOS","0","Units",,,77.4809408330492,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1994-Q4","Q4-1994","1","RATIOS","0","Units",,,73.9693455889861,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1995","1995","1","RATIOS","0","Units",,,79.6163763099887,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1995-Q1","Q1-1995","1","RATIOS","0","Units",,,77.6871885915523,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1995-Q2","Q2-1995","1","RATIOS","0","Units",,,80.1030617025326,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1995-Q3","Q3-1995","1","RATIOS","0","Units",,,79.7670630727702,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1995-Q4","Q4-1995","1","RATIOS","0","Units",,,80.9081918730997,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1996","1996","1","RATIOS","0","Units",,,79.2781785176616,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1996-Q1","Q1-1996","1","RATIOS","0","Units",,,77.6905667582143,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1996-Q2","Q2-1996","1","RATIOS","0","Units",,,78.5458820461918,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1996-Q3","Q3-1996","1","RATIOS","0","Units",,,80.8154800186137,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1996-Q4","Q4-1996","1","RATIOS","0","Units",,,80.0607852476266,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1997","1997","1","RATIOS","0","Units",,,84.7452723691242,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1997-Q1","Q1-1997","1","RATIOS","0","Units",,,81.9690640442547,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1997-Q2","Q2-1997","1","RATIOS","0","Units",,,83.5869102925189,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1997-Q3","Q3-1997","1","RATIOS","0","Units",,,85.6723292008668,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1997-Q4","Q4-1997","1","RATIOS","0","Units",,,87.7527859388566,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1998","1998","1","RATIOS","0","Units",,,94.1176379723291,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1998-Q1","Q1-1998","1","RATIOS","0","Units",,,87.5187582418228,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1998-Q2","Q2-1998","1","RATIOS","0","Units",,,91.9127711072734,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1998-Q3","Q3-1998","1","RATIOS","0","Units",,,96.0908563962874,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1998-Q4","Q4-1998","1","RATIOS","0","Units",,,100.948166143933,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1999","1999","1","RATIOS","0","Units",,,105.188944374819,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1999-Q1","Q1-1999","1","RATIOS","0","Units",,,102.65041169978,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1999-Q2","Q2-1999","1","RATIOS","0","Units",,,103.676753118369,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1999-Q3","Q3-1999","1","RATIOS","0","Units",,,106.020836036237,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","1999-Q4","Q4-1999","1","RATIOS","0","Units",,,108.40777664489,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2000","2000","1","RATIOS","0","Units",,,115.178009279854,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2000-Q1","Q1-2000","1","RATIOS","0","Units",,,115.44806238895,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2000-Q2","Q2-2000","1","RATIOS","0","Units",,,115.218691369591,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2000-Q3","Q3-2000","1","RATIOS","0","Units",,,114.795108658926,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2000-Q4","Q4-2000","1","RATIOS","0","Units",,,115.250174701949,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2001","2001","1","RATIOS","0","Units",,,114.386311259364,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2001-Q1","Q1-2001","1","RATIOS","0","Units",,,117.017855685929,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2001-Q2","Q2-2001","1","RATIOS","0","Units",,,115.385354256989,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2001-Q3","Q3-2001","1","RATIOS","0","Units",,,114.165129985355,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2001-Q4","Q4-2001","1","RATIOS","0","Units",,,110.976905109181,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2002","2002","1","RATIOS","0","Units",,,116.006043976847,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2002-Q1","Q1-2002","1","RATIOS","0","Units",,,112.033368712006,,
"IRL","Ireland","HPI_YDH_AVG","Standardised price-income ratio","2002-Q2","Q2-2002","1","RATIOS","0","Units",,,115.048194327151,,
